,statement,choice
0, he bought the bike from the bookstore ,"#statement:  he bought the bike from the bookstore 

        Select the most corresponding reason why this statement is against common sense:
        A. bike is getting very costly
B. bike is generally in black color
C. bike is generally sold in a bike showroom
        choice: 
         (A) He did not buy it at all, as bikes are expensive and booksellers do no sell them"
0, The farm went to the farm ,"#statement:  The farm went to the farm 

        Select the most corresponding reason why this statement is against common sense:
        A. The farm makes a lot of money
B. A farm is a place with animals
C. The farm went to the fire
        choice: 
         (A)The farmer sold all his crops and made enough profit for him, but he did not go anywhere near any other location like ""the farm""."
0, You don't need to read ,"#statement:  You don't need to read 

        Select the most corresponding reason why this statement is against common sense:
        A. people can read books
B. Reading is essential to living and learn
C. Schools will recommend some books for students to read
        choice:"
0, My dad grew volleyballs in his garden. ,"#statement:  My dad grew volleyballs in his garden. 

        Select the most corresponding reason why this statement is against common sense:
        A. volleyballs are white.
B. Volleyballs are made by machines.
C. My dad likes playing volleyballs.
        choice: 
         (D) All of above"
0, i stand up in the theater ,"#statement:  i stand up in the theater 

        Select the most corresponding reason why this statement is against common sense:
        A. People in theaters should keep quiet
B. He stands outside of the theater
C. people sit on their seats in theaters
        choice: 
         (A)"
0, Every good singer is a member of the family of John Legend ,"#statement:  Every good singer is a member of the family of John Legend 

        Select the most corresponding reason why this statement is against common sense:
        A. Not all good singers are members of the family of John Legend
B. John Legend has a big family
C. John Legend likes to play football with his family
        choice: 
         (A)"
0, My sister eats a pair of scissors ,"#statement:  My sister eats a pair of scissors 

        Select the most corresponding reason why this statement is against common sense:
        A. Scissors are too hard to be eaten
B. Scissors aren't edible
C. My sister usually eats rubbers
        choice: 
         (A)Scissorrs arentough enoughto bbe eatn"
0, the horse laid an egg ,"#statement:  the horse laid an egg 

        Select the most corresponding reason why this statement is against common sense:
        A. the horse stamps an egg
B. horses have fur while eggs do not
C. horse are mammals
        choice: 
         D) all of above"
0, The angered chocolate bar is noisy ,"#statement:  The angered chocolate bar is noisy 

        Select the most corresponding reason why this statement is against common sense:
        A. A chocolate bar can not be angry
B. Chocolate bars usually make people happy, rather than angry
C. Chocolate bars are associated with the color brown, anger is associated with red
        choice: 
         (A)"
0, Chronic pain is usually caused by a person's mood. ,"#statement:  Chronic pain is usually caused by a person's mood. 

        Select the most corresponding reason why this statement is against common sense:
        A. Chronic pain is usually caused by physical damage.
B. Chronic pain is annoying
C. Chronic pain can not be cured thoroughly
        choice: 
         (A)"
0, Pianos have fires inside of them ,"#statement:  Pianos have fires inside of them 

        Select the most corresponding reason why this statement is against common sense:
        A. A fire sounds different than a piano
B. A fire would damage the piano
C. A fire is brighter than a piano
        choice: 
         B)A Fire Would Damage The Piano"
0, He took his house to the park 2 blocks away ,"#statement:  He took his house to the park 2 blocks away 

        Select the most corresponding reason why this statement is against common sense:
        A. He went to the park from the house
B. a house is too huge to be taken to a park
C. A park is bigger than a house.
        choice: 
         (D) All of above"
0, Many cancer patients lose their hand because of chemotherapy ,"#statement:  Many cancer patients lose their hand because of chemotherapy 

        Select the most corresponding reason why this statement is against common sense:
        A. Cancer is a dangerous disease which needs chemotherapy
B. Cancer patients never lose hands due to chemotherapy
C. chemotherapy for cancer is highly painful
        choice: 
         (A)"
0, you are supposed to buy tickets after you get off the train ,"#statement:  you are supposed to buy tickets after you get off the train 

        Select the most corresponding reason why this statement is against common sense:
        A. you will pay for the ticket at a lower price at the destination
B. the conductor will let everyone buy tickets when they get off the train
C. the rule is to buy tickets first and then take the train
        choice: 
         (D) all of above"
0, The sky is green. ,"#statement:  The sky is green. 

        Select the most corresponding reason why this statement is against common sense:
        A. The sky is blue.
B. Ancient people think that the sky is a cycle
C. People can see the sky every day
        choice: 
         (A)"
0, honesty should be banned ,"#statement:  honesty should be banned 

        Select the most corresponding reason why this statement is against common sense:
        A. a person without honesty will be unpopular
B. horrible things should be banned
C. honesty is a good quality which should be encouraged
        choice: 
         C"
0, she likes to sing loudly at work ,"#statement:  she likes to sing loudly at work 

        Select the most corresponding reason why this statement is against common sense:
        A. you can sing at a concert as a work
B. you can sing by yourself while walking at the park after work
C. you might get fired for singing loudly at work
        choice: 
         C) You Might Get Fired For Singing Loudly At Work"
0, The whale swam in the sky ,"#statement:  The whale swam in the sky 

        Select the most corresponding reason why this statement is against common sense:
        A. The sky is blue like the whale
B. Whales do not have wings
C. Whales do not swim in the sky
        choice: 
         C)Whales do not swim in the sky"
0, The man was tired of shoveling marbles every winter. ,"#statement:  The man was tired of shoveling marbles every winter. 

        Select the most corresponding reason why this statement is against common sense:
        A. A shovel is good for moving things.
B. Marbles are heavy
C. Marbles do not fall during winter.
        choice: 
         (A)"
0, the teacher was harvesting wheat in the classroom ,"#statement:  the teacher was harvesting wheat in the classroom 

        Select the most corresponding reason why this statement is against common sense:
        A. Classrooms don't have cultivated fields in them
B. Teachers aren't able to cultivated wheat
C. wheat isn't good for teachers
        choice: 
         (A)Class rooms do not contain any farmland or crops, so it would be impossible for a instructor to plant and gather grain within one of these areas"
0, You are likely to find a cow in a kennel ,"#statement:  You are likely to find a cow in a kennel 

        Select the most corresponding reason why this statement is against common sense:
        A. Cows are big and kennels are small
B. Cows will always be in farms
C. Cows cannot bark in a kennel
        choice: 
         (A)"
0, The lion used the litter box ,"#statement:  The lion used the litter box 

        Select the most corresponding reason why this statement is against common sense:
        A. A lion is normally found in the wild
B. A lion cannot eat a cat
C. A domestic cat is tame and use litter boxes
        choice: 
         C) Domestic cats are typically kept as pets indoors, where they can be trained to use a designated area for their waste (litterbox). Lions do not have these"
0, She read the chair a book ,"#statement:  She read the chair a book 

        Select the most corresponding reason why this statement is against common sense:
        A. She read a book about the chair
B. A chair is an inanimate object
C. She put a book on the chair
        choice: 
         B) The sentence ""She read the chair a book"" goes Against Common Sense because chairs are not capable of being readers, as they do not have eyes or any other necessary features to"
0, shields can't protect ancient warriors from harm ,"#statement:  shields can't protect ancient warriors from harm 

        Select the most corresponding reason why this statement is against common sense:
        A. the shield will protect me when it's used by my enemy
B. shields can't protect the users from natural disasters
C. shields are designed to protect the users from harm
        choice: 
         C) Shields are designed to protect their user(s)."
0, Cigarette is good for healthy ,"#statement:  Cigarette is good for healthy 

        Select the most corresponding reason why this statement is against common sense:
        A. Cigarette contains lots of nicotines
B. Lung will be damaged by smoking cigarette
C. Cigarettes always have a high tax
        choice: 
         (A)   B    or     c"
0, Human have four legs. ,"#statement:  Human have four legs. 

        Select the most corresponding reason why this statement is against common sense:
        A. Human has two legs.
B. Human has two hands.
C. Some people have prosthetic legs
        choice: 
         (A)"
0, Birds were heard barking at night ,"#statement:  Birds were heard barking at night 

        Select the most corresponding reason why this statement is against common sense:
        A. Birds mostly sleep at night
B. Birds cannot make harsh sounds
C. Birds don't bark but sing sweetly at night or chirp while dogs bark
        choice: 
         (A)"
0, He melted the TV onto the bread. ,"#statement:  He melted the TV onto the bread. 

        Select the most corresponding reason why this statement is against common sense:
        A. TV's do not melt.
B. You can not spread a TV onto bread.
C. A TV is not a food item.
        choice: 
         B"
0, the turtle swam on the land ,"#statement:  the turtle swam on the land 

        Select the most corresponding reason why this statement is against common sense:
        A. turtles can live on the land
B. there is no water on land
C. turtles lay eggs on the land
        choice: 
         (A)"
0, The fish ran through the forest ,"#statement:  The fish ran through the forest 

        Select the most corresponding reason why this statement is against common sense:
        A. Fish have scales and a fox has fur
B. Fish cant run like foxes
C. Fish are usually smaller than foxes
        choice: 
         B)Fish can't run like foxes"
0, Starfish are found in outer space ,"#statement:  Starfish are found in outer space 

        Select the most corresponding reason why this statement is against common sense:
        A. Starfish are a kind of animal.
B. stars are found in outer space.
C. Starfish are found in the ocean
        choice: 
         (A)Star fishes are not animals, they belong to phylum Echinodermata which includes sea urchins and sand dollars"
0, Canvas is used for serving food ,"#statement:  Canvas is used for serving food 

        Select the most corresponding reason why this statement is against common sense:
        A. serving food is necessary
B. dishes are used for serving food
C. food products can be painted on the canvas
        choice: 
         (A)serving food is not a use of an artistic medium like painting or drawing, but rather it involves preparing and consuming edible substances"
0, he made dinner on the television ,"#statement:  he made dinner on the television 

        Select the most corresponding reason why this statement is against common sense:
        A. television is for watching programs
B. he lost himself in watching TV and forgot to have dinner
C. sometimes you can see dinner in the TV program
        choice: 
         B"
0, India backs Mars government ,"#statement:  India backs Mars government 

        Select the most corresponding reason why this statement is against common sense:
        A. Mars is second-smallest planet
B. Mars is inhabitant so there is no government to rule
C. India is in Asia
        choice: 
         (D) All of above"
0, Hot Dogs are the most popular food item in America. ,"#statement:  Hot Dogs are the most popular food item in America. 

        Select the most corresponding reason why this statement is against common sense:
        A. Hot Dogs and Baseball have a long tradition.
B. Hot dogs are the most popular food only in the baseball game
C. Hot Dogs are cheap to eat.
        choice: 
         (A)"
0, HE WAS GOING TO RESTAURANT AFTER ACCIDENT ,"#statement:  HE WAS GOING TO RESTAURANT AFTER ACCIDENT 

        Select the most corresponding reason why this statement is against common sense:
        A. A RESTAURANT IS USUALLY NOISY FOR A PATIENT
B. A RESTAURANT DOES NOT HAVE DOCTORS OR MEDICAL EQUIPMENTS
C. THERE ARE DIFFERENT TYPES OF RESTAURANTS AND MANY PATIENTS IN THE CITY
        choice: 
         ( ) B"
0, the bread is much sweeter than candy ,"#statement:  the bread is much sweeter than candy 

        Select the most corresponding reason why this statement is against common sense:
        A. the bread will not eat candies
B. the store is selling candies and bread
C. usually, the candy is sweet while the bread is tasteless
        choice: 
         C) Usually ,the cakey Is Sweet While The Bread Taste Less"
0, Girls only like the color pink. ,"#statement:  Girls only like the color pink. 

        Select the most corresponding reason why this statement is against common sense:
        A. girls can like many colors
B. pink is the color of a pig
C. some boys also like the color of pink
        choice: 
         (A)"
0, He inserts his thumb into the car Ignition switch. ,"#statement:  He inserts his thumb into the car Ignition switch. 

        Select the most corresponding reason why this statement is against common sense:
        A. The human thumb is larger than the hole of the car Ignition switch.
B. Some car Ignition switch is a button to press by the thumb.
C. The color of the car Ignition switch is different from the thumb.
        choice: 
         (A)"
0, hair gel is to be applied onto the back ,"#statement:  hair gel is to be applied onto the back 

        Select the most corresponding reason why this statement is against common sense:
        A. hair gel is usually used on the head
B. the hair gel smells very good
C. using hair gel can make someone more handsome
        choice: 
         (A)"
0, My glasses help me smell ,"#statement:  My glasses help me smell 

        Select the most corresponding reason why this statement is against common sense:
        A. Glasses are only used for aiding vision
B. My glasses are broken
C. I need a new prescription for my glasses
        choice: 
         (A)"
0, People use cars to fly. ,"#statement:  People use cars to fly. 

        Select the most corresponding reason why this statement is against common sense:
        A. Cars can't fly.
B. People don't fly.
C. Cars are slower than planes.
        choice: 
         (A)"
0, Babies cry in their sleep a lot. ,"#statement:  Babies cry in their sleep a lot. 

        Select the most corresponding reason why this statement is against common sense:
        A. It is possible to cry in your sleep.
B. Babies are usually calm in their sleep.
C. You can remember crying in your sleep.
        choice: 
         (A)"
0, He drove his boat on the highway ,"#statement:  He drove his boat on the highway 

        Select the most corresponding reason why this statement is against common sense:
        A. Boats are expensive
B. Boats don't move on roads
C. Boats are made by engineers
        choice: 
         B)Boats don’t move on road"
0, there are 8 days in a week ,"#statement:  there are 8 days in a week 

        Select the most corresponding reason why this statement is against common sense:
        A. a week only has 7 days
B. sometimes people work 7 days a week
C. a week includes weekdays and weekends
        choice: 
         (A)"
0, Mike ran four sandwiches. ,"#statement:  Mike ran four sandwiches. 

        Select the most corresponding reason why this statement is against common sense:
        A. You can't run a sandwich.
B. Sandwiches don't have legs.
C. Mike ran to the sandwiches
        choice: 
         (A)"
0, The cow ate the chickens in the pasture. ,"#statement:  The cow ate the chickens in the pasture. 

        Select the most corresponding reason why this statement is against common sense:
        A. Cows do not eat meat.
B. Chickens do not eat cows.
C. Both cows and chickens are not plants.
        choice: 
         (A)"
0," When you go out to a baseball game, you are participating in the activity of baseball. ","#statement:  When you go out to a baseball game, you are participating in the activity of baseball. 

        Select the most corresponding reason why this statement is against common sense:
        A. observing a baseball game is not equivalent to playing baseball
B. baseball games require people
C. participating in the activity of baseball is unforgettable
        choice: 
         (A) Observing a base ball gam eis n ot equivale tto p laying b as keball ."
0, i use my dog to play cricket ,"#statement:  i use my dog to play cricket 

        Select the most corresponding reason why this statement is against common sense:
        A. Dog is not interested in the cricket ball
B. the dog is so brisk
C. No one can play the cricket ball by their's dog
        choice: 
         (A) The dogs are no interest with a Crickets Ball"
0, Bats can ride bicycles. ,"#statement:  Bats can ride bicycles. 

        Select the most corresponding reason why this statement is against common sense:
        A. Bats sleep in the day.
B. Bats are too small to ride bicycles.
C. Bats can find a way in the darkness.
        choice: 
         (A)"
0, Water can only be cold. ,"#statement:  Water can only be cold. 

        Select the most corresponding reason why this statement is against common sense:
        A. Water turns to ice when it is extremely cold.
B. Cold water is not good for health.
C. Water can also be hot,  not just cold.
        choice: 
         (A)"
0, There are lots of fish in the sky. ,"#statement:  There are lots of fish in the sky. 

        Select the most corresponding reason why this statement is against common sense:
        A. Fish only live in the water.
B. The sky is usually blue.
C. Fish have short memories.
        choice: 
         (A)"
0, the ice cream stays cold in the microwave ,"#statement:  the ice cream stays cold in the microwave 

        Select the most corresponding reason why this statement is against common sense:
        A. the ice cream is sweet in the microwave
B. the ice cream is salted by the condiment
C. ice cream is not kept in the heat
        choice: 
         C) Ice creams are typically stored at a temperature below freezing, so it would be unlikely to keep them ""cold"" inside of an appliance designed for heating food and drinks"
0, every people sit quietly on a bus ,"#statement:  every people sit quietly on a bus 

        Select the most corresponding reason why this statement is against common sense:
        A. Most people can keep quiet on the bus
B. some people are talking on a bus
C. there are many people and buses
        choice: 
         (A)Most People Can Keep Quiet On The Bus"
0, he gave his dresses to wash in the study room ,"#statement:  he gave his dresses to wash in the study room 

        Select the most corresponding reason why this statement is against common sense:
        A. the study room has more space
B. study room would be silent ever
C. no one is to wash our dresses in the study room, it used to study.
        choice: 
         C) Noone Is To Wash Our Dress In The Study Room It Used To Be For Studying"
0, Fruits and vegetables provide toxins ,"#statement:  Fruits and vegetables provide toxins 

        Select the most corresponding reason why this statement is against common sense:
        A. Fruits and vegetables like to be kept in a cold environment.
B. Fruits and vegetables provide nutrients instead of toxins
C. Toxins are harmful to human body
        choice: 
         B"
0, mailmen deliver babies ,"#statement:  mailmen deliver babies 

        Select the most corresponding reason why this statement is against common sense:
        A. doctors can deliver babies while mailmen can't
B. mailmen wear uniforms when delivering
C. babies are born naked
        choice: 
         (A)"
0, Fish can help you learn ,"#statement:  Fish can help you learn 

        Select the most corresponding reason why this statement is against common sense:
        A. Fish usually lives in water
B. They are learning how to fish
C. Fish has no language and can not help you learn
        choice: 
         (A)"
0, They write their exam by a water bottle. ,"#statement:  They write their exam by a water bottle. 

        Select the most corresponding reason why this statement is against common sense:
        A. water bottle can have some water to drink
B. no one uses the water bottle to write the exams at the exam hall
C. water bottle use for having any liquid
        choice: 
         B"
0, When people are hungry they drink water and do not eat food. ,"#statement:  When people are hungry they drink water and do not eat food. 

        Select the most corresponding reason why this statement is against common sense:
        A. Food has calories that satiate hunger while liquids do not so people have to eat food when they are hungry.
B. People need to drink water and eat food to survive
C. people can buy food and water from the supermarket
        choice: 
         (A)"
0, he kept the ice cream in the oven ,"#statement:  he kept the ice cream in the oven 

        Select the most corresponding reason why this statement is against common sense:
        A. He bought an oven and an ice cream today
B. An ice cream is smaller than an oven
C. No one keeps ice cream in the oven as it melts
        choice: 
         C)Noone keepes Ice-creams In The OVen As It Melts"
0, people usually walk backward ,"#statement:  people usually walk backward 

        Select the most corresponding reason why this statement is against common sense:
        A. It is dangerous to walk backward on the street for people will hit others
B. walking backward can help people exercise themselves
C. Walking backward looks funny
        choice: 
         (A)"
0, Insects eat men ,"#statement:  Insects eat men 

        Select the most corresponding reason why this statement is against common sense:
        A. Insects are small and men are big
B. Men study insects
C. No insects eat men
        choice: 
         (A)"
0, All insects are ants. ,"#statement:  All insects are ants. 

        Select the most corresponding reason why this statement is against common sense:
        A. There are many types of insects.
B. There are many types of ants.
C. Ants are small.
        choice: 
         (A)"
0, bananas grow on the ground ,"#statement:  bananas grow on the ground 

        Select the most corresponding reason why this statement is against common sense:
        A. the banana that fell on the ground rotted
B. the ground isn't suitable for banana growth
C. the banana is a kind of delicious fruit
        choice: 
         (A) Thebananathatfellongroundrotted"
0, athletes are slow ,"#statement:  athletes are slow 

        Select the most corresponding reason why this statement is against common sense:
        A. faster speed makes one better at sports
B. athletes drink electrolytes
C. athletes fall over sometimes
        choice: 
         D. all of these options"
0, He smokes Cigarettes in a gas station. ,"#statement:  He smokes Cigarettes in a gas station. 

        Select the most corresponding reason why this statement is against common sense:
        A. Smoking Cigarettes is injurious to health.
B. No one smokes Cigarettes in a gas station because it is highly dangerous.
C. Gas stations are used to fill fuel.
        choice: 
         (A)Smoking cigaretes is Injourous To Health"
0, Canada is a country in Antarctica ,"#statement:  Canada is a country in Antarctica 

        Select the most corresponding reason why this statement is against common sense:
        A. Canada is located near the USA which is in North America
B. Most Canadians have never visited Antarctica
C. Antarctica does not have a high population
        choice: 
         (A)   B )    C))"
0, The dog bought a new pet. ,"#statement:  The dog bought a new pet. 

        Select the most corresponding reason why this statement is against common sense:
        A. Pets are domesticated animals kept for companionship
B. Only people buy pets, but animals don't
C. Sara loves her new pet.
        choice: 
         (A)"
0, dogs are very social animals who prefer a solitary existence to live in a pack ,"#statement:  dogs are very social animals who prefer a solitary existence to live in a pack 

        Select the most corresponding reason why this statement is against common sense:
        A. social animals prefer interacting with others and do not cope well alone
B. dogs like to chase cats
C. dogs often chase their tails
        choice: 
         (A)"
0, donkeys walk on two legs ,"#statement:  donkeys walk on two legs 

        Select the most corresponding reason why this statement is against common sense:
        A. donkeys have four legs to walk on
B. some people like to eat the donkeys' leg
C. Usually, donkey walks slower than horses
        choice: 
         (A) Donkeys do not typically use their front limbs for walking; they are more likely to place all of their weight onto either both hindlimb or one fore- and onehind"
0, To get to the top of the building you must use an elevator ,"#statement:  To get to the top of the building you must use an elevator 

        Select the most corresponding reason why this statement is against common sense:
        A. I can get to the top of the building using the stairs
B. Not every building has the elevators
C. Don't take the elevator during the fire
        choice: 
         B"
0, Water tastes like orange juice ,"#statement:  Water tastes like orange juice 

        Select the most corresponding reason why this statement is against common sense:
        A. Orange juice uses water to be made
B. Water is colorless while orange juice is orange
C. water is tasteless
        choice: 
         (A)"
0, the briefcase is stored in some documents ,"#statement:  the briefcase is stored in some documents 

        Select the most corresponding reason why this statement is against common sense:
        A. there are some documents stored in a briefcase
B. the briefcase has two documents on it
C. the briefcase is bigger than the documents
        choice: 
         (A) There are no such things as ""some"" document that can store another object like a   brieffcasae, so option(a)."
0, Children do not like playtime ,"#statement:  Children do not like playtime 

        Select the most corresponding reason why this statement is against common sense:
        A. Some children like reading a book rather than playing
B. the play is about a children game
C. liking playing is the nature of children
        choice: 
         (A)"
0, Arguments are something to be striven for. ,"#statement:  Arguments are something to be striven for. 

        Select the most corresponding reason why this statement is against common sense:
        A. Arguments are spoken words.
B. Arguments are not only made by people.
C. If compromises are made, everyone is satisfied.
        choice: 
         ( )   B"
0, A ball can tear your trousers if you come in contact with it. ,"#statement:  A ball can tear your trousers if you come in contact with it. 

        Select the most corresponding reason why this statement is against common sense:
        A. A sharp edge is easier to make than a perfectly round ball
B. A ball is too smooth to tear through the material of trousers
C. There more sports that throw balls than sports that throw sharp objects
        choice: 
         B)"
0, The public library has lots of fish and birds ,"#statement:  The public library has lots of fish and birds 

        Select the most corresponding reason why this statement is against common sense:
        A. fish are for swimming
B. A library will have books about birds
C. Libraries loan books, they are not pet stores
        choice: 
         C)Libraries Loan Books They Are Not Pet Stores"
0, Popsicles are made of cotton ,"#statement:  Popsicles are made of cotton 

        Select the most corresponding reason why this statement is against common sense:
        A. Popsicles are usually had the same color with cotton
B. Cotton is softer than popsicles
C. Cotton is inedible
        choice: 
         (A)"
0, you should pull on the brake to accelerate your bike ,"#statement:  you should pull on the brake to accelerate your bike 

        Select the most corresponding reason why this statement is against common sense:
        A. a bike is usually heavier than a brake
B. the brake is a restraint used to slow a vehicle
C. the back brake of the bike is out of order
        choice: 
         (A)"
0, The snake plays basketball. ,"#statement:  The snake plays basketball. 

        Select the most corresponding reason why this statement is against common sense:
        A. Basketball is a sport that humans plays.
B. The snake doesn't have foot.
C. Basketball is orange and black.
        choice: 
         (A)"
0, Something you find under a desk is the ceiling fan. ,"#statement:  Something you find under a desk is the ceiling fan. 

        Select the most corresponding reason why this statement is against common sense:
        A. the ceiling fan is hanging on the desk
B. the ceiling fan is smaller than the desk
C. the ceiling fan is more expensive than the desk
        choice: 
         (A) The Ceiling Fan Is Hanging On Top Of Desks"
0, Dogs eat cats ,"#statement:  Dogs eat cats 

        Select the most corresponding reason why this statement is against common sense:
        A. Dogs never eat cats
B. Both dogs and cats have four legs
C. Both dogs and cats need to eat food
        choice: 
         (A)"
0, He washed the sky ,"#statement:  He washed the sky 

        Select the most corresponding reason why this statement is against common sense:
        A. He washed the shoes when the sky is shiny
B. Anyone can wash the sky
C. The sky is like washed after typhoon
        choice: 
         (A)"
0, He planted a chair in the jar. ,"#statement:  He planted a chair in the jar. 

        Select the most corresponding reason why this statement is against common sense:
        A. people can buy chairs and jars in the supermarket
B. He has many chairs and jars
C. A chair is much larger than a jar.
        choice: 
         (D) All of above"
0, walking to university is a form of education ,"#statement:  walking to university is a form of education 

        Select the most corresponding reason why this statement is against common sense:
        A. studying and walking both require to use the brain
B. studying is considered to be educational while walking is a form of physical exercise
C. someone doesn't like studying and walks away from education
        choice: 
         B"
0, the doctor sent the prescription pills by e-mail ,"#statement:  the doctor sent the prescription pills by e-mail 

        Select the most corresponding reason why this statement is against common sense:
        A. doctors check their e-mail daily
B. the doctor gave her some advice on health by e-mail
C. material object cannot be sent by e-mail
        choice: 
         C) Material objects such as medication or drugs are not typically able to be delivered via email, and it would likely require a physical delivery method (such as mail/courier service)."
0, ham is made from a cat ,"#statement:  ham is made from a cat 

        Select the most corresponding reason why this statement is against common sense:
        A. cats don't like to eat ham
B. ham isn't made form the dogs
C. ham meat cut from the thigh of a hog
        choice: 
         (A) CATS DONT LIKE TO EAT HAM"
0, One morning I shot an elephant in my pajamas ,"#statement:  One morning I shot an elephant in my pajamas 

        Select the most corresponding reason why this statement is against common sense:
        A. An elephant is a wild Animal while pajamas not
B. An elephant is much bigger to occupy in pajamas
C. People use elephants to load pajamas
        choice: 
         (A)"
0, She inserts her finger in the lock ,"#statement:  She inserts her finger in the lock 

        Select the most corresponding reason why this statement is against common sense:
        A. finger is soft while the lock is hard
B. Her finger is bigger than lock's eye
C. finger cannot be used as a lock
        choice: 
         (D) All of above"
0, The cat pounced on the rabbit ,"#statement:  The cat pounced on the rabbit 

        Select the most corresponding reason why this statement is against common sense:
        A. Cars are larger than rabbits
B. Cars can not pounce on anything
C. Cars can be many different colors
        choice: 
         B) Car's cannot Pounce On Anything"
0, I rescued my goldfish from the shelter. ,"#statement:  I rescued my goldfish from the shelter. 

        Select the most corresponding reason why this statement is against common sense:
        A. There are not shelters for goldfish.
B. A shelter is much larger than a goldfish.
C. Goldfishes can swim in the shelter.
        choice: 
         (A)"
0, He ate an entire zebra for lunch. ,"#statement:  He ate an entire zebra for lunch. 

        Select the most corresponding reason why this statement is against common sense:
        A. People can not eat an entire zebra.
B. Zebras don't eat people
C. Not everyone has eaten zebra
        choice: 
         B"
0, She put a ram in her face. ,"#statement:  She put a ram in her face. 

        Select the most corresponding reason why this statement is against common sense:
        A. A ram is much bigger than a face.
B. rams have white skin while the head has hair.
C. Ram also has face
        choice: 
         (A)"
0, The frog ate a tiger ,"#statement:  The frog ate a tiger 

        Select the most corresponding reason why this statement is against common sense:
        A. tigers eat a lot of animals
B. Frog is much smaller than a tiger
C. Frogs are really good hunters
        choice: 
         (A)"
0, The cat likes to watch alligators. ,"#statement:  The cat likes to watch alligators. 

        Select the most corresponding reason why this statement is against common sense:
        A. Cats and alligators lives in different areas in the world
B. Cats are usually scared while alligators are a predator.
C. Cats are small compared tp alligators.
        choice: 
         (A)"
0, John can kick the ball with his hands ,"#statement:  John can kick the ball with his hands 

        Select the most corresponding reason why this statement is against common sense:
        A. Balls are usually used for playing games
B. KIcking can be done only using foot
C. Hands are used to catch the ball
        choice: 
         (A)"
0, playing in rain increases the chances to get caught by police ,"#statement:  playing in rain increases the chances to get caught by police 

        Select the most corresponding reason why this statement is against common sense:
        A. playing in rain never going to provoke police
B. while raining there will be water in grounds
C. due to raining footpaths will become slippery
        choice: 
         (D) all of above"
0, The woman's purse was floating above her. ,"#statement:  The woman's purse was floating above her. 

        Select the most corresponding reason why this statement is against common sense:
        A. No power to keep the wallet afloat
B. The purse is the same color as her clothes.
C. The purse was made of animal fur.
        choice: 
         (A)No Power To Keep Wallet Afloa"
0, The best car is the spaceships. ,"#statement:  The best car is the spaceships. 

        Select the most corresponding reason why this statement is against common sense:
        A. Only cars can be classified as cars. Spaceships are different categories.
B. Cars are an interesting and fast way to get around town.
C. The city is overwhelmed by cars
        choice: 
         (A)"
0, Eating an apple a day will invite the diseases ,"#statement:  Eating an apple a day will invite the diseases 

        Select the most corresponding reason why this statement is against common sense:
        A. Eating apple is good for the health and it will keep the human healthy
B. Apples are green or red in color
C. Doctor do not grow apple trees at the hospital
        choice: 
         (A)"
0, The dishwasher makes dishes dirty ,"#statement:  The dishwasher makes dishes dirty 

        Select the most corresponding reason why this statement is against common sense:
        A. Some people's favorite dish is dessert
B. Cleaning dirty dishes is necessary
C. A dishwasher is for cleaning dishes
        choice: 
         B"
0, He punched a hamburger for lunch ,"#statement:  He punched a hamburger for lunch 

        Select the most corresponding reason why this statement is against common sense:
        A. Punching a hamburger doesn't satisfy hunger
B. A hamburger is bigger than a punch
C. Punching a hamburger would disturb other people
        choice: 
         (A)"
0, It's important to skip school to get good grades ,"#statement:  It's important to skip school to get good grades 

        Select the most corresponding reason why this statement is against common sense:
        A. Skipping from school will get punishment
B. Everyone wants to have good grades
C. You need to attend classes to get good grades
        choice: 
         (A) Skiping School Will Get Punished"
0," To be the president of the country, you have to win the vote ","#statement:  To be the president of the country, you have to win the vote 

        Select the most corresponding reason why this statement is against common sense:
        A. A president rule the country
B. A president is chosen by the citizens of the country in an election process.
C. The country was founded by the president
        choice: 
         ( )   B"
0, I want ice cream so I buy an elephant ,"#statement:  I want ice cream so I buy an elephant 

        Select the most corresponding reason why this statement is against common sense:
        A. Elephants will not eat ice cream
B. An ice cream is smaller than an elephant
C. if I buy an elephant instead of an ice cream i'm crazy
        choice: 
         C) If you bye and elephat insted od eice cram, your are cazy"
0, my android mobile installs games from the app store ,"#statement:  my android mobile installs games from the app store 

        Select the most corresponding reason why this statement is against common sense:
        A. There are many android phones in the world
B. It is common to download apps from the app store
C. Only ios devices have the app store
        choice: 
         B"
0, a person with no legs accidentally kicked me in the subway ,"#statement:  a person with no legs accidentally kicked me in the subway 

        Select the most corresponding reason why this statement is against common sense:
        A. it is not polite to kick people
B. the kick is done through the legs
C. a person with no legs may have been in an accident
        choice: 
         B"
0, A dog lays carpet on the floor ,"#statement:  A dog lays carpet on the floor 

        Select the most corresponding reason why this statement is against common sense:
        A. Dog has no hands
B. Dogs like to play on the carpet
C. Dogs cannot hold a carpet
        choice: 
         (A) The dogs have four legs but not two, so they can't lay anything flat"
0, Jim went to watch a movie at the gym ,"#statement:  Jim went to watch a movie at the gym 

        Select the most corresponding reason why this statement is against common sense:
        A. People go to watch movies for fun
B. Some people go to the gym every day
C. There are no movies to watch in the gym
        choice: 
         (A)"
0, he learned with his refrigerator before the exam ,"#statement:  he learned with his refrigerator before the exam 

        Select the most corresponding reason why this statement is against common sense:
        A. refrigerators are usually big while the exam is difficult
B. refrigerator doesn't have any information for the exam
C. his mate hide his textbooks in the refrigerator to stop him from preparing for an exam
        choice: 
         (D) All of above"
