,Unnamed: 0,statement,choice,choices
751,751, HE WAS GOING TO RESTAURANT AFTER ACCIDENT ,B,"A. A RESTAURANT IS USUALLY NOISY FOR A PATIENT
B. A RESTAURANT DOES NOT HAVE DOCTORS OR MEDICAL EQUIPMENTS
C. THERE ARE DIFFERENT TYPES OF RESTAURANTS AND MANY PATIENTS IN THE CITY"
752,752, the bread is much sweeter than candy ,C,"A. the bread will not eat candies
B. the store is selling candies and bread
C. usually, the candy is sweet while the bread is tasteless"
753,753, Girls only like the color pink. ,A,"A. girls can like many colors
B. pink is the color of a pig
C. some boys also like the color of pink"
754,754, He inserts his thumb into the car Ignition switch. ,A,"A. The human thumb is larger than the hole of the car Ignition switch.
B. Some car Ignition switch is a button to press by the thumb.
C. The color of the car Ignition switch is different from the thumb."
755,755, hair gel is to be applied onto the back ,A,"A. hair gel is usually used on the head
B. the hair gel smells very good
C. using hair gel can make someone more handsome"
756,756, My glasses help me smell ,A,"A. Glasses are only used for aiding vision
B. My glasses are broken
C. I need a new prescription for my glasses"
757,757, People use cars to fly. ,A,"A. Cars can't fly.
B. People don't fly.
C. Cars are slower than planes."
758,758, Babies cry in their sleep a lot. ,B,"A. It is possible to cry in your sleep.
B. Babies are usually calm in their sleep.
C. You can remember crying in your sleep."
759,759, He drove his boat on the highway ,B,"A. Boats are expensive
B. Boats don't move on roads
C. Boats are made by engineers"
760,760, there are 8 days in a week ,A,"A. a week only has 7 days
B. sometimes people work 7 days a week
C. a week includes weekdays and weekends"
761,761, Mike ran four sandwiches. ,A,"A. You can't run a sandwich.
B. Sandwiches don't have legs.
C. Mike ran to the sandwiches"
762,762, The cow ate the chickens in the pasture. ,A,"A. Cows do not eat meat.
B. Chickens do not eat cows.
C. Both cows and chickens are not plants."
763,763," When you go out to a baseball game, you are participating in the activity of baseball. ",A,"A. observing a baseball game is not equivalent to playing baseball
B. baseball games require people
C. participating in the activity of baseball is unforgettable"
764,764, i use my dog to play cricket ,C,"A. Dog is not interested in the cricket ball
B. the dog is so brisk
C. No one can play the cricket ball by their's dog"
765,765, Bats can ride bicycles. ,B,"A. Bats sleep in the day.
B. Bats are too small to ride bicycles.
C. Bats can find a way in the darkness."
766,766, Water can only be cold. ,C,"A. Water turns to ice when it is extremely cold.
B. Cold water is not good for health.
C. Water can also be hot,  not just cold."
767,767, There are lots of fish in the sky. ,A,"A. Fish only live in the water.
B. The sky is usually blue.
C. Fish have short memories."
768,768, the ice cream stays cold in the microwave ,C,"A. the ice cream is sweet in the microwave
B. the ice cream is salted by the condiment
C. ice cream is not kept in the heat"
769,769, every people sit quietly on a bus ,B,"A. Most people can keep quiet on the bus
B. some people are talking on a bus
C. there are many people and buses"
770,770, he gave his dresses to wash in the study room ,C,"A. the study room has more space
B. study room would be silent ever
C. no one is to wash our dresses in the study room, it used to study."
771,771, Fruits and vegetables provide toxins ,B,"A. Fruits and vegetables like to be kept in a cold environment.
B. Fruits and vegetables provide nutrients instead of toxins
C. Toxins are harmful to human body"
772,772, mailmen deliver babies ,A,"A. doctors can deliver babies while mailmen can't
B. mailmen wear uniforms when delivering
C. babies are born naked"
773,773, Fish can help you learn ,C,"A. Fish usually lives in water
B. They are learning how to fish
C. Fish has no language and can not help you learn"
774,774, They write their exam by a water bottle. ,B,"A. water bottle can have some water to drink
B. no one uses the water bottle to write the exams at the exam hall
C. water bottle use for having any liquid"
775,775, When people are hungry they drink water and do not eat food. ,A,"A. Food has calories that satiate hunger while liquids do not so people have to eat food when they are hungry.
B. People need to drink water and eat food to survive
C. people can buy food and water from the supermarket"
776,776, he kept the ice cream in the oven ,C,"A. He bought an oven and an ice cream today
B. An ice cream is smaller than an oven
C. No one keeps ice cream in the oven as it melts"
777,777, people usually walk backward ,A,"A. It is dangerous to walk backward on the street for people will hit others
B. walking backward can help people exercise themselves
C. Walking backward looks funny"
778,778, Insects eat men ,C,"A. Insects are small and men are big
B. Men study insects
C. No insects eat men"
779,779, All insects are ants. ,A,"A. There are many types of insects.
B. There are many types of ants.
C. Ants are small."
780,780, bananas grow on the ground ,B,"A. the banana that fell on the ground rotted
B. the ground isn't suitable for banana growth
C. the banana is a kind of delicious fruit"
781,781, athletes are slow ,A,"A. faster speed makes one better at sports
B. athletes drink electrolytes
C. athletes fall over sometimes"
782,782, He smokes Cigarettes in a gas station. ,B,"A. Smoking Cigarettes is injurious to health.
B. No one smokes Cigarettes in a gas station because it is highly dangerous.
C. Gas stations are used to fill fuel."
783,783, Canada is a country in Antarctica ,A,"A. Canada is located near the USA which is in North America
B. Most Canadians have never visited Antarctica
C. Antarctica does not have a high population"
784,784, The dog bought a new pet. ,B,"A. Pets are domesticated animals kept for companionship
B. Only people buy pets, but animals don't
C. Sara loves her new pet."
785,785, dogs are very social animals who prefer a solitary existence to live in a pack ,A,"A. social animals prefer interacting with others and do not cope well alone
B. dogs like to chase cats
C. dogs often chase their tails"
786,786, donkeys walk on two legs ,A,"A. donkeys have four legs to walk on
B. some people like to eat the donkeys' leg
C. Usually, donkey walks slower than horses"
787,787, To get to the top of the building you must use an elevator ,A,"A. I can get to the top of the building using the stairs
B. Not every building has the elevators
C. Don't take the elevator during the fire"
788,788, Water tastes like orange juice ,C,"A. Orange juice uses water to be made
B. Water is colorless while orange juice is orange
C. water is tasteless"
789,789, the briefcase is stored in some documents ,C,"A. there are some documents stored in a briefcase
B. the briefcase has two documents on it
C. the briefcase is bigger than the documents"
790,790, Children do not like playtime ,C,"A. Some children like reading a book rather than playing
B. the play is about a children game
C. liking playing is the nature of children"
791,791, Arguments are something to be striven for. ,C,"A. Arguments are spoken words.
B. Arguments are not only made by people.
C. If compromises are made, everyone is satisfied."
792,792, A ball can tear your trousers if you come in contact with it. ,B,"A. A sharp edge is easier to make than a perfectly round ball
B. A ball is too smooth to tear through the material of trousers
C. There more sports that throw balls than sports that throw sharp objects"
793,793, The public library has lots of fish and birds ,C,"A. fish are for swimming
B. A library will have books about birds
C. Libraries loan books, they are not pet stores"
794,794, Popsicles are made of cotton ,C,"A. Popsicles are usually had the same color with cotton
B. Cotton is softer than popsicles
C. Cotton is inedible"
795,795, you should pull on the brake to accelerate your bike ,B,"A. a bike is usually heavier than a brake
B. the brake is a restraint used to slow a vehicle
C. the back brake of the bike is out of order"
796,796, The snake plays basketball. ,A,"A. Basketball is a sport that humans plays.
B. The snake doesn't have foot.
C. Basketball is orange and black."
797,797, Something you find under a desk is the ceiling fan. ,A,"A. the ceiling fan is hanging on the desk
B. the ceiling fan is smaller than the desk
C. the ceiling fan is more expensive than the desk"
798,798, Dogs eat cats ,A,"A. Dogs never eat cats
B. Both dogs and cats have four legs
C. Both dogs and cats need to eat food"
799,799, He washed the sky ,B,"A. He washed the shoes when the sky is shiny
B. Anyone can wash the sky
C. The sky is like washed after typhoon"
800,800, He planted a chair in the jar. ,C,"A. people can buy chairs and jars in the supermarket
B. He has many chairs and jars
C. A chair is much larger than a jar."
801,801, walking to university is a form of education ,B,"A. studying and walking both require to use the brain
B. studying is considered to be educational while walking is a form of physical exercise
C. someone doesn't like studying and walks away from education"
802,802, the doctor sent the prescription pills by e-mail ,C,"A. doctors check their e-mail daily
B. the doctor gave her some advice on health by e-mail
C. material object cannot be sent by e-mail"
803,803, ham is made from a cat ,C,"A. cats don't like to eat ham
B. ham isn't made form the dogs
C. ham meat cut from the thigh of a hog"
804,804, One morning I shot an elephant in my pajamas ,B,"A. An elephant is a wild Animal while pajamas not
B. An elephant is much bigger to occupy in pajamas
C. People use elephants to load pajamas"
805,805, She inserts her finger in the lock ,B,"A. finger is soft while the lock is hard
B. Her finger is bigger than lock's eye
C. finger cannot be used as a lock"
806,806, The cat pounced on the rabbit ,B,"A. Cars are larger than rabbits
B. Cars can not pounce on anything
C. Cars can be many different colors"
807,807, I rescued my goldfish from the shelter. ,A,"A. There are not shelters for goldfish.
B. A shelter is much larger than a goldfish.
C. Goldfishes can swim in the shelter."
808,808, He ate an entire zebra for lunch. ,A,"A. People can not eat an entire zebra.
B. Zebras don't eat people
C. Not everyone has eaten zebra"
809,809, She put a ram in her face. ,A,"A. A ram is much bigger than a face.
B. rams have white skin while the head has hair.
C. Ram also has face"
810,810, The frog ate a tiger ,B,"A. tigers eat a lot of animals
B. Frog is much smaller than a tiger
C. Frogs are really good hunters"
811,811, The cat likes to watch alligators. ,A,"A. Cats and alligators lives in different areas in the world
B. Cats are usually scared while alligators are a predator.
C. Cats are small compared tp alligators."
812,812, John can kick the ball with his hands ,B,"A. Balls are usually used for playing games
B. KIcking can be done only using foot
C. Hands are used to catch the ball"
813,813, playing in rain increases the chances to get caught by police ,A,"A. playing in rain never going to provoke police
B. while raining there will be water in grounds
C. due to raining footpaths will become slippery"
814,814, The woman's purse was floating above her. ,A,"A. No power to keep the wallet afloat
B. The purse is the same color as her clothes.
C. The purse was made of animal fur."
815,815, The best car is the spaceships. ,A,"A. Only cars can be classified as cars. Spaceships are different categories.
B. Cars are an interesting and fast way to get around town.
C. The city is overwhelmed by cars"
816,816, Eating an apple a day will invite the diseases ,A,"A. Eating apple is good for the health and it will keep the human healthy
B. Apples are green or red in color
C. Doctor do not grow apple trees at the hospital"
817,817, The dishwasher makes dishes dirty ,C,"A. Some people's favorite dish is dessert
B. Cleaning dirty dishes is necessary
C. A dishwasher is for cleaning dishes"
818,818, He punched a hamburger for lunch ,A,"A. Punching a hamburger doesn't satisfy hunger
B. A hamburger is bigger than a punch
C. Punching a hamburger would disturb other people"
819,819, It's important to skip school to get good grades ,C,"A. Skipping from school will get punishment
B. Everyone wants to have good grades
C. You need to attend classes to get good grades"
820,820," To be the president of the country, you have to win the vote ",B,"A. A president rule the country
B. A president is chosen by the citizens of the country in an election process.
C. The country was founded by the president"
821,821, I want ice cream so I buy an elephant ,C,"A. Elephants will not eat ice cream
B. An ice cream is smaller than an elephant
C. if I buy an elephant instead of an ice cream i'm crazy"
822,822, my android mobile installs games from the app store ,C,"A. There are many android phones in the world
B. It is common to download apps from the app store
C. Only ios devices have the app store"
823,823, a person with no legs accidentally kicked me in the subway ,B,"A. it is not polite to kick people
B. the kick is done through the legs
C. a person with no legs may have been in an accident"
824,824, A dog lays carpet on the floor ,A,"A. Dog has no hands
B. Dogs like to play on the carpet
C. Dogs cannot hold a carpet"
825,825, Jim went to watch a movie at the gym ,C,"A. People go to watch movies for fun
B. Some people go to the gym every day
C. There are no movies to watch in the gym"
826,826, he learned with his refrigerator before the exam ,B,"A. refrigerators are usually big while the exam is difficult
B. refrigerator doesn't have any information for the exam
C. his mate hide his textbooks in the refrigerator to stop him from preparing for an exam"
827,827, The world has the same time zones ,B,"A. Places have different things and times for each of them on location.
B. The time zones are decided by the earth's rotation
C. Time is different each day and place."
828,828, Some people like to put a scarf around their ears. ,A,"A. You can't put a scarf around an ear.
B. A scarf cannot fit inside an ear.
C. A scarf and an ear are not made out of the same material."
829,829," If you need water, get it from the oven. ",B,"A. I love to drink water.
B. There is no water in the oven.
C. Put that turkey in the oven."
830,830, She checked the bucket for the time ,A,"A. There is no time in the bucket
B. She checked the bucket for the clock
C. the bucket is cheaper than the clock"
831,831, Skyscrapers can cause rips in the sky. ,A,"A. Buildings have no physical contact with the sky.
B. Skyscrapers have a rod on top to hold the sky away.
C. Skyscrapers only scrape the sky, they do not rip it."
832,832, Chairs are large and heavy machines. ,B,"A. he uses the machine to produce a chair
B. Chairs can be large, but they're not machines.
C. Chairs come in a wide variety of colors."
833,833, HE EATS THE PIANO. ,A,"A. PIANO AND VIOLIN  ARE DIFFERENT INSTRUMENTS,  BUT NOT FOOD
B. PEOPLE CAN BUY VIOLIN AND PIANO
C. THE CAKE LOOKS LIKE A PIANO"
834,834, After sunset sky turns blue ,C,"A. Sky is usually blue
B. there is a blue car under the sky
C. Sky becomes dark after sunset"
835,835, The Carpenter Chopped the Train ,C,"A. The Carpenter was taking the train
B. The Train was not willing to be chopped
C. the train is too hard to chop"
836,836, Sally taught her students burglary ,C,"A. Burglary can be lucrative
B. His student was arrested because of burglary
C. Burglary is illegal"
837,837, He takes the house from the washing machine. ,A,"A. The house is bigger than the washing machine.
B. Washing machines are white while the houses are colorful.
C. Washing machines can be a present with a new house."
838,838, A couple sat on the water to watch the sunset. ,A,"A. No one can sit on the water.
B. Water is blue and the sun is orange.
C. Water is a substance that is drunk by the couple."
839,839, The watermelon ate the kids ,A,"A. Watermelon is a fruit
B. The watermelon is bigger than the kids' heads.
C. The watermelon hit that kid"
840,840, I use cotton to make big mussels body ,B,"A. Cotton is so smooth to handle
B. cotton is not a heavyweight to make our body big
C. Cotton will give us a more strength"
841,841, plastic bags are non-recyclable ,C,"A. plastic bags have no nutritious value
B. some grocery stores don't provide free plastic bags
C. you can reuse and recycle plastic bags"
842,842, He parks his car in the closet. ,B,"A. closet is wooden and cars are metal
B. A car won't fit in the closet.
C. There is a closet in the car"
843,843, A liquid becomes a solid when it reaches boiling point ,C,"A. Ice is solid and water is liquid
B. Boiling water is a mixture of water and gas
C. A liquid becomes a solid below its melting point"
844,844, My brother travels when he's sick. ,A,"A. Sick people usually doesn't travel
B. The travel is nice when my brother is sick.
C. My sick brother isn't a nice traveler"
845,845, a printer makes vehicle oil ,A,"A. There is no function in a printer about oil
B. a printer is as big as a dog
C. I pour oil on my printer accidentally"
846,846, he put a whale in the car ,C,"A. the whale is usually white and black while the car can be any color
B. a whale can't drive a car
C. A whale is much bigger than the car"
847,847, The fish fights the dog. ,B,"A. a dog can be dressed as a fish
B. It is impossible for a fish to fight a dog.
C. Fights between pets are common"
848,848, he was television at his brother ,B,"A. televisions do not have feelings
B. television is not an emotion
C. he got angry when heard the news on television"
849,849, The two lions went to the movies ,C,"A. the movie is about the lion
B. The lion cannot eat the movies
C. Movies is a place where people go to watch movies"
850,850, Halloween night is the most ordinary night of the year ,A,"A. Halloween night is when the world celebrates the creepy things that go bump in the night
B. Halloween night is just another day of the week and nothing special happens on it
C. There are no traditions associated with Halloween night in Japan"
851,851, Eagles are a type of fish ,A,"A. An eagle is a fly animal, a bird
B. Eagles can catch small fish as food
C. Eagle has wings to fly"
852,852, Water drinks people ,B,"A. Water is a kind of liquid
B. Water doesn't drink
C. Water has no mouth"
853,853, I play catch with a boat ,B,"A. boats can float in water
B. The boat is too large to throw
C. the boat cannot hold more than 10000 people"
854,854, everything comes in dreams happens in real life ,C,"A. things come in dreams are terrifying sometimes
B. dreams do not come with sleep every time
C. dreams are unreal and different from real life"
855,855, I take the submarine to work every day. ,A,"A. Submarines are not a mode of public transport.
B. Submarines are uncomfortable to sit in
C. Submarines can only function in water."
856,856, My TV is floating in mid-air ,B,"A. TVs are always solid when desks are too
B. Televisions cannot float
C. TVs can be laid down"
857,857, The outcome of cutting in line is waiting. ,C,"A. Cutting in line is not a behavior worth encouraging
B. People don't like those who cut in lines
C. You don't have to wait if you cut in line"
858,858, people should study less to get a higher grade in exams ,C,"A. exams are worth more points and assignments are less
B. he will not be able to use any lab equipment during his exam
C. extra studying is required to achieve higher grade"
859,859, The supermarket only sells cars ,C,"A. The supermarket has one exit
B. The corned beef is on the top shelf in the supermarket
C. They have a variety of goods and services in the supermarket, mainly household supplies"
860,860, blueberries are red ,C,"A. blueberries are sweet
B. blueberries are round in shape
C. blueberry's name comes from its color"
861,861, He went to the theater for a medical checkup ,B,"A. after taking medical checkup, she went to a theater
B. Medical checkup is usually done in hospitals
C. a lot of people can accommodate in theater"
862,862, the stove helps to cool down the house ,C,"A. Now many houses don't have stoves
B. Stove needs something to run.
C. stoves heat homes because of fire"
863,863, Heating food makes the food balance better on a fork. ,B,"A. Forks can be dangerous around horses.
B. forks will do a differ to the flavor of food
C. he likes to use forks to take food"
864,864, plants convert sugar to a light ,A,"A. no plants can glow in the world
B. sugar is white and plants are green
C. plants need light to grow"
865,865, She put the contact lens into her mouth ,B,"A. contact lens are inedible
B. Contact lens are used to help you see
C. Without contact lens, she cannot see her mouth clearly in the mirror"
866,866, he was dancing on the lake ,C,"A. lake is too big to see someone dancing on
B. lake has a snake which can bite while dancing
C. no one can float on water"
867,867, If you run a marathon for 26 miles you will feel rested ,C,"A. Runners usually have tennis shoes and horses have steel shoes
B. Half-marathon is popular now
C. After running 26 miles you will be completely worn out."
868,868, I walked to the sand factory to eat lunch. ,B,"A. Sand is brown
B. Sand isn't food to eat.
C. Sand is salty to eat."
869,869, lipstick is good to keep in your pocket or purse for when you have cracked and dry skin ,B,"A. my skin is too cracked and dry for lipstick
B. lipstick does not help cracked and dry skin
C. almost every girl has more than one lipstick"
870,870, my friend runs marathons after dinner every day ,A,"A. running a marathon every day is too much for your body
B. if you want to run a marathon, create the habit of running each day
C. fitness is only one measure of marathon success"
871,871, a one-month-old baby put the laundry in the dryer ,A,"A. such a young baby is incapable of movement
B. one-month-old babies are so tiny small while my dryer works great
C. the dryer can be used to dry baby clothes"
872,872, Owls are used to brighten a room. ,B,"A. Owls can fly through a room.
B. Owls are an animal, they don't provide light.
C. Owls move at night."
873,873, He put a helicopter on the plate. ,B,"A. Helicopters are usually gray while plates are white
B. A helicopter is much larger than a plate.
C. A helicopter cannot eat a plate."
874,874, I went to the bathroom because I was tired. ,C,"A. People take a bath to relax.
B. People take a bath in the bathroom
C. There is no resting place in the bathroom."
875,875, Journals can help people in forgetting important events. ,C,"A. he does not write down what he wants to forget into his journal
B. he forgets where are his journals
C. the function of journals is to help people remember"
876,876, All proteins are enzymes. ,C,"A. All proteins have a similar structures as enzymes.
B. proteins perform different functions as enzymes.
C. Proteins is the larger set of molecules to which enzymes belong as subsets."
877,877, The fire will cool you if you touch it. ,B,"A. Some fires are cool
B. Fire is hot and will burn you.
C. If you are cool, sit beside the fire"
878,878, My neighbor has a sore throat so she took her car to the garage. ,B,"A. The garage is full of tools and grease.
B. People don't go to the garage for medical treatment.
C. A sore throat needs medicine."
879,879, the bird spilled milk on the floor ,C,"A. birds can't produce milk
B. birds have wings while milk is white
C. birds do not drink milk"
880,880, Sunlight grows in plants. ,B,"A. Sunlight comes from the sun,  while plants come from the ground.
B. Sunlight does not grow
C. Plants cannot breathe sunlight."
881,881, The boy ate a bush. ,C,"A. A bush needs water to work better.
B. The boy is holding a brush.
C. Bushes are used to brush."
882,882, The rich pay the same taxes as the poor. ,B,"A. The rich and the poor make a different amount of money.
B. There are different tax brackets for different incomes.
C. If there were no taxes our society would collapse."
883,883, The man ate the bowl when he was hungry. ,A,"A. People cannot eat bowls.
B. Salads often come in bowls.
C. Salads are a healthy food option."
884,884, some people ride tigers to work ,B,"A. tigers are deadly for human
B. no one can ride tigers to work
C. some tigers live in the zoo"
885,885, Joe got a parking ticket because he drives too fast. ,A,"A. A parking ticket doesn't depend on how fast one drives.
B. Slow drivers can get parking tickets.
C. Drivers are taught to avoid parking tickets."
886,886, Sarah put a shark in the lobster. ,C,"A. Sharks loves to eat meat while lobster loves to eat small fish.
B. Lobster cannot eat shark.
C. Shark is much bigger than lobster."
887,887, he put all three of his legs into the trousers ,B,"A. He wants to find a suitable trouser that fits his leg size
B. humans only have 2 legs
C. trousers were only made during the 1960s"
888,888, he sent me a text message from his ashtray ,B,"A. some ashtrays are round and some are square
B. ashtrays are not electronic devices
C. the ashtray is not for eating"
889,889, John plays football in outer space. ,C,"A. Football may be dangerous
B. Football is good for healthy
C. Football is never played in outer space."
890,890, I hate the film so I keep watching it ,B,"A. If a film is bad, people come to know it
B. If someone hates a film, he usually stops watching it
C. Not Everyone watch films"
891,891, Exercising is not healthy ,B,"A. Exercising can turn your muscles into asteroids
B. Exercising will always be healthy and lack of exercising will lead to health problems
C. Exercising with steroids will destroy Earth with asteroids"
892,892, She read the interesting book for dinner. ,C,"A. Books do not have nutritional value.
B. A book cannot be baked into a pie.
C. People cannot eat books."
893,893, He put a truck in the chair. ,A,"A. A truck is too heavy to put on a chair
B. Trucks are dirty while chairs are clean.
C. A truck cannot eat a chair."
894,894, Kids like to sleep with grizzly bears. ,B,"A. Kids like some kinds of animals.
B. Grizzly bears are dangerous.
C. Grizzly bears live at the zoo."
895,895, today my hand is very clear to see the world ,B,"A. hands are not used for eating food
B. People use eyes but not hands to see the world
C. people should clean their hands and eyes"
896,896, I brushed my hair with a wrecking ball. ,A,"A. A wrecking ball is for building demolition.
B. Wrecking balls are metal.
C. Wrecking balls are heavy."
897,897, Christmas eve is the most ordinary night of the year ,C,"A. Some shops will have discounts on Christmas eve
B. There are no traditions associated with Christmas eve in China
C. Christmas eve is when the world celebrates and union together"
898,898, the boat flew in the air ,B,"A. birds fly in the air
B. the boats cannot produce liftoff power
C. It is faster to fly than to take the boats"
899,899, a flower petal is part of a motor vehicle ,C,"A. flower petals are often used in wedding decorations
B. we need a driver's license to legally operate a motor vehicle
C. a flower petal isn't a motor component"
900,900, the mouse ate the cat ,A,"A. a cat is a carnivore that eats mice
B. a mouse is smaller than a cat
C. a mouse and a cat have whiskers"
901,901, My brother adopter a tiger from a shelter ,B,"A. Tigers can hunt and eat cats
B. A tiger is a dangerous animal, he belongs in the wild
C. Tigers is a kind of Felines"
902,902, Renting movies is the newest trend ,C,"A. Renting movies is much cheaper
B. some people still like renting movies
C. Fewer and fewer people like renting movies"
903,903, She brought a microwave to bed. ,B,"A. microwaves are square while beds are flat
B. microwaves don't go in beds
C. a microwave running in the bed is dangerous"
904,904, he cut the grass with a shovel ,A,"A. a shovel is used to dig not cut grass
B. we could buy shovels in a hardware store
C. he earns pocket money by helping his neighbor cut grass"
905,905, A rock can fly in the sky. ,C,"A. The rock in under the sky
B. A rock is not a mammal.
C. Rock is too heavy to fly in the sky."
906,906, I would like to fry a PS4 ,A,"A. A PS4 is a game console and putting it on a frying pan would damage the machine
B. Frying the PS4 will melt the plastic
C. Plastic fumes are very dangerous for the body"
907,907," When people cry, tears come out of their ears ",C,"A. Ear is an important organ
B. Ears is used to hear
C. There are no tear ducts in ears"
908,908, A dog can live in an aquarium. ,C,"A. Dogs are smaller than an aquarium
B. Dogs usually don't eat fish
C. Dogs don't live in the water."
909,909, Birds live in a house ,C,"A. Birds can fly through the house
B. Woods can be used for building a house
C. Usually humans live in a house"
910,910, At day people can see many stars. ,C,"A. The sky is different from night and day.
B. The sky is dark at night.
C. Stars can only be seen by night."
911,911, Some people will not die ,C,"A. In some animes, there are some people will not dire
B. Some people are afraid of death
C. We are human beings and we can not live forever"
912,912, If you want to buy presents for others then you should figure out what you want ,B,"A. There are a lot of different gifts to give
B. No one buys gifts they want to give that to others
C. Some people think that buying gifts is annoying"
913,913, she used motor oil to wash her hair ,A,"A. motor oil makes hair dirtier
B. motor oil doesn't smell good
C. her hair is as bright as motor oil"
914,914, The rug is bleeding ,B,"A. there is a lot of blood on the rug
B. rug cant bleed
C. he doesn't like a rug"
915,915, Mike went to the grocery store three blocks away by plane ,B,"A. Mike needs bread so he goes to the grocery store
B. Three blocks' distance is too short for taking a plane
C. Mike doesn't like to take a plane"
916,916," When you are outside,  you will be sweating. ",C,"A. the outside is cold now
B. Sweat is clear and can only be seen inside.
C. people sweat only when they feel hot"
917,917, Snowmen are liquid. ,C,"A. Snowmen will melt when it's become hot
B. Children like to make a snowman
C. Snow must be frozen to be shaped into a snowman."
918,918, Everyone hates racists. ,B,"A. They moved in a world where hostility to racists was natural
B. Racists don't hate themselves.
C. We must guard against closet racists."
919,919, Trees cause a lot of pollution ,A,"A. Trees generate CO2 which is good to reduce pollution
B. Trees cause pollution at night, but cure it in the daytime
C. Pollutants eliminate trees"
920,920, The pitcher threw a ball at 200 MPH. ,C,"A. A pitching machine can reach speeds of up to 110 MPH
B. A pitchers arm would be strong
C. 200 miles per hour is too fast for a pitcher"
921,921, My brother is awarded a silver medal when he wins the race. ,A,"A. Gold medal is given to the winner.
B. the Gold medal is much costlier than the silver medal.
C. The gold is more expensive than the silver"
922,922, the fan was blowing guns ,C,"A. an air gun can blow like a fan
B. a gun can shoot the fan
C. guns are too heavy for fans to blow"
923,923, If you want to have a party then you should invite things ,A,"A. To hold a party,  you have to invite guests rather than things
B. There are usually beers in the party
C. Most people enjoy parties"
924,924, I swam to the lowest point of the ocean in one breath ,C,"A. Submarine can swim to the lowest point of the ocean
B. the lowest point of the ocean is dark and people can see nothing
C. People are not strong enough to swim to the lowest point of the ocean"
925,925, Something you need to do before you grow vegetables is filling the ground with cement ,B,"A. All farm now has a cement road leading into it
B. Nothing can be grown on the cement
C. Cement can make ground flat and hard"
926,926, Orange juice is green. ,C,"A. Orange juice is tasty.
B. Orange juice can be squeezed from an orange.
C. Orange juice is the same color as oranges which is orange."
927,927, Boats float on the road ,C,"A. Boats need to be watertight
B. The road can be used to deliever boats
C. Boats need water to float"
928,928," every time I go to the shops, I buy a dog ",B,"A. most shops do not sell dogs
B. it is unlikely anyone would buy a dog every time they go to a shop
C. when you want to buy a dog，you go to a pet shop"
929,929, the baseball pitcher hit a home run during the pitch ,C,"A. the baseball pitcher us sad about losing the game
B. lions and dogs both have four legs
C. The pitcher cannot also be the hitter in baseball"
930,930, He bought groceries at the zoo. ,B,"A. They only sell groceries for animals at the zoo.
B. Zoo is a place to see animals.
C. There are groceries in zoos."
931,931, A group of people seated at bed for a meal ,C,"A. Most beds are in white color
B. Beds can have different size
C. Usually people use a bed to sleep"
932,932, Sleeping with makeup on nourishes your skin and makes it healthier. ,C,"A. Sleeping with makeup on does not benefit your toes.
B. All girls like makeup when they have a date.
C. Sleeping with makeup on is bad for your skin, it can make you break out."
933,933, My dog purred when I came home. ,B,"A. Dogs are furry.
B. Dogs cannot purr, only cats and kittens can.
C. Dogs are happy."
934,934, Sally taught mathematics for ninety years since she was 30 ,C,"A. teaching for a long time is respectable
B. most people have their own careers since the age of 30
C. it is impossible for a person to work for ninety years from the age of 30"
935,935, she put a rhino in the fridge ,C,"A. the rhino is usually gray while refrigerators are usually white
B. it's a rhino can't eat a fridge
C. a rhino is much bigger than the fridge"
936,936, He jumped through the happiness ,B,"A. Happiness is very important but my window is blue
B. happiness is kind of feeling
C. A window can be broken by something but happiness are found in what you love"
937,937, Math is not useful these days ,C,"A. Some people hare maths
B. Maths can help people find many useful conclusions
C. Math explains a lot of things in our universe, so it is useful"
938,938, People are usually green ,B,"A. People can color their skins into different colors
B. No one is born green
C. Some people like the green color"
939,939, Orange juice is made of apples ,A,"A. Apples' juice comes from apples but not oranges
B. Oranges and apples are in different colors
C. You can eat an apple juice in an orange straw"
940,940, A car engine is usually cooler after driving the car. ,B,"A. A hot engine is sometimes dangerous
B. Driving will cause the engine to be hotter rather than cooler
C. Driving a car is not difficult"
941,941, The train waited for a passenger for an hour ,A,"A. The train won't wait for any passengers
B. Trains can achieve greater speed in the future
C. The bus might wait for its passengers"
942,942, my mother switch on the radio to watch movie ,B,"A. a radio has a speaker and an antenna
B. a radio has no screen to display a movie
C. a radio usually smaller than a movie player"
943,943," Toothbrush is a small brush with a long handle, used for cleaning the car ",B,"A. Toothbrush is usually red in color
B. usually people clean their teeth using a toothbrush
C. Some people never use a toothbrush in their life"
944,944, Empty books are educational. ,B,"A. Most books are not empty.
B. If it's empty, there is no educational knowledge in the book.
C. Empty books are designed for other use instead of reading."
945,945, Each day someone gets younger. ,A,"A. As time progresses people always get older.
B. Young people can be men and women.
C. Old people only have two hands."
946,946, Runny eggs can last best by leaving them out in the sun. ,A,"A. Eggs are perishable food items that must be kept cold for longest preservation.
B. Eggs are best when the shells are cracked.
C. The egg can not run as fast as a dingo."
947,947, beepers are becoming even more popular ,C,"A. a beeper can generate a series of beeps
B. beepers were popular at the end of the last century
C. no one uses beepers anymore"
948,948, He took his goldfish for a walk ,C,"A. goldfish don't speak
B. Goldfish don't come from China
C. A goldfish does not have legs"
949,949," When you close a door,  it can be walked through. ",C,"A. Doors can have windows that allow light to pass through.
B. he closed the door and walked away
C. A closed-door physically prevents entry or passage."
